,Judul Berita,Isi Berita,Kelas Berita
44,"Moeldoko: Kemenangan Jokowi Kemenangan Rakyat, Kami Tak Mau Provokasi","Wakil Ketua Tim Kampanye Nasional (TKN) Jokowi-Ma'ruf Amin, Moeldoko mengapresiasi hasil hitung cepat yang dilakukan oleh berbagai lembaga survei. Dia menilai, hasil yang menunjukkan kemenangan pada pasangan Jokowi-Ma'ruf Amin itu adalah kemenangan rakyat.Moeldoko mengatakan, lembaga survei yang mempublikasi hasil hitung cepatnya pada Pilpres 2019 ini merupakan lembaga yang kredibel. Lembaga survei tersebut dipercaya oleh masyarakat. ""Ini semua sedang berproses. Tapi yang ingin kita sampaikan kepada publik adalah bahwa lembaga-lembaga yang saat ini sedang melakukan quick count adalah lembaga-lembaga yang kredibel, lembaga-lembaga yang punya nama yang selama ini memiliki nilai trust yang cukup tinggi dari publik,"" kata Moeldoko di Gedung Djakarta Theatre, Jl MH Thamrin, Jakarta Pusat, Rabu (17/4/2019).  Karena itu, lanjut Moeldoko, hasil hitung cepat yang ditampilkan berbagai lembaga survei tersebut mencerminkan kemenangan rakyat. Dia pun menyerahkan sepenuhnya kepada rakyat untuk menilai hasil hitung cepat tersebut.""Saya pikir klaim kemenangan bukan hanya dari Pak Jokowi, masyarakat Indonesia yang merupakan bagian dari 01 yang mengklaim kemenangan, kan begitu,"" katanya.""Kami serahkan sepenuhnya kepada masyarakat. Kami tidak ingin memprovokasi masyarkat, kami ingin masyarakatlah yang menentukan pilihan,"" katanya.Terkait dengan sikap kubu capres Prabowo Subianto yang masih mengklaim bahwa ada kecurangan dalam Pilpres 2019 ini, Moeldoko mempertanyakan balik pernyataan itu. Dia bahkan meminta kubu Prabowo untuk menyudahi tudingan itu. ""Jangan buru-buru mengatakan ada kecurangan, tidak ada yang sempurna. Kalau kecurangan, siapa mencurangi? Sama, saya juga banyak dapat laporan dari anak-anak di bawah bahwa ada petugasnya (petugas TPS-red) dari sebelah dan sebagainya. Saya menyampaikan bahwa sudahlah, jangan mencari masalah tapi cari solusinya,"" jelasnya.""Karena itu kita mengerahkan berbagai pihak agar sesuai dengan prosedur, tapi kita tidak pernah melakukan komplain, provokasi keluar. Justru kita redam anak-anak di bawah agar semua ada solusi, agar bukan mencari masalah. Kalau dari kita memprovoikasi tidak sehat,"" imbuh mantan Panglima TNI ini.",Positif
45,"Prabowo klaim raih kemenangan hasil ""real count"" internal","Jakarta (ANTARA) - Calon presiden nomor urut 02, Prabowo Subianto mengklaim pihaknya meraih kemenangan berdasarkan hasil real countÂ internal.  ""Saya hanya ingin memberikan update bahwa berdasarkan real count. Kita sudah berada di posisi 62 persen. Ini adalah hasil real count,"" kata Prabowo dalam konferensi pers di Jalan Kertanegara, Jakarta, Rabu malam.  Hal itu berdasarkan hasil penghitungan di 320 ribu lebih TPS.  ""Saya sudah diyakinkan ahli-ahli statistik bahwa ini tidak akan berubah banyak,"" katanya  Prabowo dalam jumpa pers didampingi Ketua Majelis Syuro PKS Salim Segaf Al-jufri, Sekjen PKS Mustafa Kamal, Eggi Sudjana, Yusuf Martak serta Rahmawati Soekarnoputri. Sandiaga Uno tak terlihat dalam jumpa pers itu.  Prabowo meminta semua relawan Prabowo-Sandiaga termasuk parpol koalisi Indonesia Adil-Makmur yakni PKS, PAN, Demokrat, Berkarya dan Gerindra untuk tetap menjaga kotak suara hingga mengawal di kecamatan.  Prabowo juga mengingatkan pendukungnya untuk menjaga kedamaian, tidak terpancing provokasi.  ""Para pendukung tetap tenang dan tidak terprovokasi untuk lakukan tindakan anarkis, fokus kawal kotak suara karena itu kunci kemenangan,"" katanya.  Prabowo dalam pidatonya menegaskan tidak akan menggunakan cara-cara di luar hukum.  Prabowo pun mengklaim bahwa dirinya akan terpilih sebagai presiden Indonesia.  ""Karena kita sudah menang rakyat bersama kita. Kita bagian dari rakyat. Saya akan jadi Presiden seluruh rakyat Indonesia. Bagi saudara-saudara yang membela 01, tetap kau akan saya bela, saya akan dan sudah menjadi Presiden Indonesia, Indonesia yang menang, Indonesia yang adil dan makmur. Indonesia yang disegani dunia, Indonesia yang tidak akan ada orang lapar lagi, Indonesia yang rakyatnya bisa senyum,"" papar Prabowo.  Prabowo mengucapkan takbir-takbir di hadapan ratusan pendukungnya dan langsung sujud syukur atas hasil real count tersebut.*",Negatif
46,Sandiaga Kerap Disapa Anies saat Kampanye ke Sejumlah Daerah,"Jakarta, CNN Indonesia -- Calon Wakil Presiden Nomor Urut 02 Sandiaga UnoÂ bercerita soal perjalanan berkampanye Pilpres 2019 selama sekitar delapan bulan. Ia mengatakan sedikitnya ada 1.561 titik di seluruh Indonesia yang telah dikunjungi mantan Wakil Gubernur DKI Jakarta tersebut demi memenangi kontestasi Pilpres 2019.Sepanjang perjalanan tersebut, Sandiaga, mengaku kerap disapa Anies, bukannya Sandi.  ""Dikenal? ternyata enggak juga. Banyak sekali ke daerah orang enggak mengenal. Ada yang mengenal malah bilang saya Pak Anies. Pas saya bilang saya bukan Pak Anies, dia malah bilang kalau saya Anies Sandi,"" ungkap Sandi usai menghadiri peluncuran bukuÂ Sandiaga UnoÂ dari Elektabilitas 0,03 Persen di Kawasan Blok M, Jakarta Selatan, Selasa (16/4). ""Udah identik itu (Anies-Sandi),"" lanjutnya sambil tertawa.Anies adalah Gubernur DKI Jakarta yang didampingi Sandiaga saat mengikuti kontestasi Pilgub DKI pada 2017 silam. Kala itu, mereka berhadapan dengan dua kontestan lain yakni Basuki Tjahaja Purnama (Ahok)-Djarot Saiful Hidayat, dan Agus Harimurti Yudhoyono (AHY)-Sylviana Murni.Sandiaga berkilas balik saat Pilgub DKI tersebut, elektabilitas dia tak mencapai 1 persen. Saat itu, sambungnya, hanya 0,03 persen saja.""Tantangan, tapi alhamdulillah saya lalui dengan syukur dan konektivitas dengan masyarakat terjalin. Delapan bulan [kampanye Pilpres] capek sekali, tapi memang kita harus connect dengan masyarakat,"" kata Sandi.Selama delapan bulan ini, Sandi juga mengaku sering mengenalkan dirinya kepada masyarakat satu persatu. ""Kalau mereka belum kenal saya, saya perkenalkan ini saya Sandi Uno saya selalu memperkenalkan dan enggak boleh ada sekat antara kita sama masyarakat,"" tutur pria yang juga dikenal sebagai pengusaha sukses tersebut.Subuh Berjemaah Sebelum NyoblosSandi akan menggunakan hak pilihnya di Tempat Pemungutan Suara (TPS) 02 yang berlokasi di Jalan Sriwijaya II, Selong, Kebayoran Baru, Jakarta Selatan.Lokasi TPS tempat Sandiaga mencoblos itu hanya berjarak sekitar 50 meter dengan rumah pribadi calon presiden nomor urut 02 Prabowo Subianto yang berada di Jalan Kertanegara IV, Jakarta Selatan.Sandiaga mengaku dirinya akan mengikuti salat subuh berjamaah sebelum berangkat ke TPS. Sandi juga akan mencoblos sejak pertama kali TPS dibuka sekitar pukul 07.00 WIB bersama seluruh anggota keluarganya. ""Kita antisipasi antrean panjang,"" kata Sandi. Usai mencoblos, Sandi juga akan langsung menuju kediaman Prabowo di Jalan Kertanegara IV, sementara keluarganya langsung pulang ke rumah.""Keluarga kelihatannya pulang kembali ke rumah tapi mungkin saya sama Mpok Nur [Asia Uno] ke Kertanegara,"" katanya. Di Kertanegara sendiri kata Sandi hampir semua tim pemenangan akan berkumpul. Termasuk Prabowo yang langsung bertolak ke Jakarta usai mencoblos di Hambalang, Bogor, Jawa Barat. Dirinya bersama denganÂ Prabowo akan memantau hasil hitung cepat dari berbagai wilayah bersama semua anggota dari partai pendukung paslon nomor urut 02 tersebut. Selain di sana, pemantauan hitung cepat pun dilakukan di Badan Pemenangan Nasional (BPN) Prabowo-Sandi di Rumah Perjuangan, Jalan Sriwijaya, Jakarta Selatan.",Positif
47,"Ridwan Kamil: Saya Lihat dari Dekat, Pak Jokowi Pekerja Keras","Liputan6.com, Jakarta - Gubernur Jawa Barat Ridwan Kamil atau akrab disapa Kang Emil, menggunakan cuti terakhir untuk turun berkampanye menemani cawapres Ma'ruf Amin. ""Pertama hari ini saya cuti, sesuai aturan ya. Jadi jangan dipermasalahkan. Satu hari dalam seminggu saya gunakan di hari Selasa terakhir,"" kata Kang Emil di Bandung Barat, Selasa (9/4/2019). Dia pun mengungkapkan alasan mau di sisi Jokowi dan memberikan dukungan penuh di Pilpres ini. ""Pak Jokowi orang kerja keras, saya lihat dari dekat, saya lihat dari jarak satu meter. Saya sering satu mobil bersama, beliau ikhlas, beliau bekerja,"" ungkap Kang Emil.",Negatif
48,Surat yang Sempat Tercoblos di Malaysia Kini Dianggap Sampah,"Jakarta, CNN Indonesia -- Komisioner KPU RI Ilham Saputra menyatakanÂ surat suara yang diduga sudah dalam kondisi tercoblos di Selangor, Malaysia, kini dianggap sebagai sampah karena belum bisa dipastikan keasliannya mengingat KPU tidak diberikan akses oleh polisi setempat untuk memeriksa temuan surat suara tercoblos di Malaysia.Berdasarkan laporan yang diterima Bawaslu sebelumnya, mayoritas surat tersebut dalam kondisi tercoblos pada bagian gambar pasangan 01Â Joko Widodo dan Ma'ruf Amin.""Kami tidak menghitung yang (surat suara) ditemukan itu, dianggap sampah saja,"" kata Ilham Saputra dikutip Antara di kantor KPU RI di Menteng, Jakarta Pusat, Minggu.  Tidak dihitungnya surat suara yang diduga tercoblos itu, lanjut dia, tidak akan mempengaruhi ketersediaan surat suara khususnya untuk metode pemungutan lewat pos.""Jadi jangan digeneralisasi terjadi di Malaysia, ini hanya terjadi di Kuala Lumpur, itu harus dipahami. Jadi yang pos sudah ada,"" katanya.Meski demikian, kondisi itu tidak mempengaruhi proses pemungutan suara khususnya di Kuala Lumpur, Malaysia karena proses demokrasi itu tetap berjalan.Proses pemungutan suara di Malaysia berlangsung sesuai jadwal yakni Minggu (14/4).Komisioner KPU Hasyim Asy'ari juga terbang ke Kuala Lumpur, Malaysia, untuk memantau pelaksanaan pemungutan suara.KPU sebelumnya telah mengutus dua komisionernya yakni Ilham Saputra dan Hasyim Asy'ari untuk melakukan klarifikasi kepada PPLN setempat dan menyelidiki keaslian surat suara diduga tercoblos itu. Namun, kedua komisioner itu tidak diberikan akses oleh kepolisian setempat dan KPU memaklumi hal tersebut karena merupakan wilayah yuridiksi Malaysia.""Kami tidak dapat akses, sampai sekarang juga tidak dapat akses surat suara itu oleh polisi Diraja Malaysia. Kami anggap (surat suara) itu tidak dihitung,"" ucapnya.KPU, kata dia, juga sedang mengupayakan kepada Kementerian Luar Negeri RI agar mendapatkan akses memeriksa surat suara diduga tercoblos itu, karena proses tersebut berada pada level antarpemerintah.Kelompok Kerja PPLN menyebutjan jumlah daftar pemilih tetap (DPT) di Malaysia cukup banyak yakni mencapai sekitar 550 ribu pemilih.Pemungutan suara di Malaysia dilaksanakan pada Minggu (14/4) yang tersebar di lima titik PPLN yakni Johor Baru, Kuala Lumpur, Kota Kinabalu, Kuching dan Penang.",Positif
49,"Kampanye di Karawang, Prabowo Baca Puisi Chairil Anwar","KARAWANG â Calon presiden 02 Prabowo Subianto melakukan kampanye terbuka di Karawang, Jawa Barat, Jumat (29/3). Dalam kesempatan itu, dia sempat membacakan puisi karya Chairil Anwar yang berjudul âKarawang-Bekasiâ.âSaya mau baca sajak, saudara bisa dengarkan. Sajak ini oleh Chairil Anwar, judulnya âKarawang-Bekasiâ,â kata Prabowo sebelum membacakan puisi tersebut. Seusai membacakan puisi, Prabowo melanjutkan orasi politiknya.Ia mengatakan bahwa elite politik di Jakarta saat ini tidak memperhatikan nasib rakyat. Prabowo tak menyebut secara eksplisit elite politik mana yang dimaksud.Prabowo mengajak masyarakat agar tidak mau dibohongi dan dicurangi lagi. Dia pun menyerukan agar para pendukungnya memenangkannya dalam pilpres 2019.Dalam kampanye terbuka di Karawang, Prabowo didampingi oleh Ketua Umum PAN Zulkifli Hasan dan Presiden PKS Sohibul Iman. Mereka pun sempat ikut beroerasi.Zulkifli dan Sohibul mengajak pada pendukung dan simpatisan pasangan capres dan cawapres Prabowo-Sandiaga Uno agar bekerja lebih keras untuk memenangkan mereka. Sebab hari pencoblosan kian dekat.Pemilihan presiden diketahui akan digelar pada 17 April mendatang. (MDS01)",Positif
50,"Jokowi Menang di Vietnam, Prabowo Unggul di Suriah","Surat suara pencoblosan Pemilu 2019 di luar negeri juga dihitung hari ini. Bagaimana hasilnya?Seperti dilansir Antara, Rabu (14/4/2019), Jokowi-Ma'ruf unggul dengan total perolehan suara sebanyak 161 suara (70,6%) sementara Prabowo-Sandiaga memperoleh 63 suara (27,6%). Demikian disampaikan dalam keterangan tertulis Panitia Pemilihan Luar Negeri (PPLN) Hanoi.  Di Timor Leste, Jokowi-Ma'ruf mendapat 2.739 suara sementara Prabowo-Sandiaga memperoleh 578 suara. Jokowi memperoleh 81,88% suara.Sementara itu, Panitia Pemilihan Luar Negeri (PPLN) Beirut menyampaikan bahwa Jokowi memperoleh 110 suara sementara Prabowo mendapat 61 suara. Hasil berbeda ada di Suriah. Panitia Pemilihan Luar Negeri (PPLN) Damaskus menyampaikan bahwa Prabowo-Sandi unggul dengan total perolehan suara sebanyak 83 suara sementara Jokowi memperoleh 48 suara.",Positif
51,AHY soal Hasil Quick Count: Kami Tunggu Hasil Resmi KPU,"Partai Demokrat (PD) melalui Komandan Kogasma Agus Harimurti Yudhoyono atau AHY menanggapi perihal hasil quick count Pilpres 2019. AHY menegaskan Demokrat menghormati penghitungan suara yang dilakukan KPU secara kredibel.""Sampai dengan malam hari ini saat ini kita sedang rekapitulasi suara dan itu dilakukan secara paralel, pertama dengan metodologi quick count atau hitung cepat yang dilakukan sejumlah lembaga survei yang ditampilkan juga dalam berbagai media elektronik, khususnya televisi, yang kita saksikan semua hari ini, tapi juga dilakukan penghitungan secara real dan itu tentunya menjadi otoritas dan kewenangan penuh KPU,"" kata AHY di Wisma Proklamasi Nomor 41, Jakarta Pusat, Rabu (17/4/2019).AHY meminta semua pihak mengawal proses penghitungan suara. Dia menegaskan Partai Demokrat menghargai penghitungan suara yang sedang dilakukan KPU.  ""Partai Demokrat menyampaikan pandangan bahwa mari kita hargai proses yang berjalan, kita kawal suara jangan sampai terjadi hal-hal yang tak diharapkan terutama kecurangan yang terjadi di TPS maupun di tempat-tempat lainnya dalam proses penghitungan suara ini. Dan kita tentunya menghormati sekali lagi, proses penghitungan secara kredibel yang dilakukan KPU,"" ucap AHY.Putra sulung Ketum PD Susilo Bambang Yudhoyono (SBY) itu menyebut pernyataannya itu merupakan tanggapan atas banyaknya pertanyaan kepada mereka soal hasil quick count Pilpres 2019. Sejumlah lembaga survei mengeluarkan hasil quick count dengan mengunggulkan Joko Widodo (Jokowi)-Ma'ruf Amin ketimbang Prabowo Subianto-Sandiaga Uno.""Kami dapat tanggapi bahwa sama seperti yang dijelaskan kedua kandidat capres, yaitu Pak Prabowo dan Pak Jokowi, termasuk sejumlah petinggi, pimpinan, tokoh partai politik peserta pemilu, bahwa kami akan menghormati dan menunggu hasil resmi dari KPU,"" ucap AHY. ""Itu yang terbaik bagi kita semua termasuk dalam konteks pileg dengan demikian akan mengurangi kesimpangsiuran berita ataupun terkait dengan hasil yang diraih di berbagai daerah di Tanah Air,"" imbuh dia.",Positif
52,Bawaslu imbau masyarakat jangan cepat ambil keputusan,"Bandarlampung (ANTARA) - Badan Pengawas Pemilu (Bawaslu) Bandarlampung, mengimbau masyarakat jangan terlalu cepat mengambil keputusan dari hasil ""quick count"" (hitung cepat) yang bermunculan di media elektronik.  Ketua Bawaslu Bandarlampung, Candrawnsah, saat dihubungi, Rabu malam, mengatakan masyarakat tidak boleh langsung memutuskan secara sepihak kemenangan salah satu pasangan dari hasil ""quick count"".  ""Sebaiknya masyarakat menunggu hasil resmi dari penghitungan KPU RI,"" kata dia.  Ia mengatakan semua pihak harus bersabar karena saat ini rekapitulasi penghitungan surat suara di Komisi Pemilihan Umum (KPU )RI masih terus berjalan dan belum menghasilkan siapa paslon yang menang.  ""Kita harus percaya kepada KPU RI dan biarkan mereka bekerja kemudian mengumumkan hasil ""real count""-nya,"" katanya.  Ia mengingatkan kepada masyarakat untuk saling menghargai dalam proses pesta demokrasi ini dan siapapun yang menang dan menjadi presiden nanti itulah putra terbaik bangsa.  ""Kita harus tetap tenang dan saling menerima hasil yang nanti akan diumumkan oleh KPU nanti karena yang menang adalah perwakilan atau pilihan terbaik mayoritas masyarakat kita,"" ujarnya.  Pemilihan Presiden diikuti oleh dua pasangan calon (paslon) presiden dan wakil presiden yakni paslon dengan nomor 01 Joko Widodo-Ma'ruf Amin, dan paslonÂ nomor 02 Prabowo Subianto-Sandiaga Uno.",Positif
53,Prabowo Pulang ke Hambalang,"Capres Prabowo Subianto meninggalkan kediamannya di Jl Kertanegara No IV, Kebayoran Baru, Jakarta Selatan. Ia pergi setelah sempat mendeklarasikan kemenangan dirinya versi real count internal.Dia tampak meninggalkan lokasi, Rabu (17/4/2019), sekitar pukul 22.15 WIB. Prabowo naik mobil Alphard berwarna putih menuju kediamannya di Hambalang, Bogor, Jawa Barat.Saat keluar dari halaman rumahnya, Prabowo muncul dari sunroof mobil. Prabowo menyapa pendukung yang masih ada di lokasi sambil salam dua jari.  Namun Prabowo tidak menyampaikan keterangan apapun. Sebelumnya, ia sempat mengklaim menang 62 persen berdasarkan real count internal. Prabowo pun sujud syukur. ""Saya mau kasih update bahwa berdasarkan real count kita, kita sudah berada di posisi 62%. Ini adalah hasil real count. Dalam posisi lebih dari 300 ribu TPS. Sudah diyakinkan ahli-ahli statistik bahwa ini tidak akan berubah banyak,"" ujar Prabowo.",Positif
54,Mahfud MD Ingatkan KPU Siap Dihujani Gugatan Usai Pemilu 2019,"Jakarta, CNN Indonesia -- Mantan Ketua Mahkamah Konstitusi Mahfud MDÂ mengingatkanÂ Komisi Pemilihan Umum (KPU) untuk bersiap dihujani dengan gugatan sengketa Pemilu 2019.Hal itu didasarkan atas pengalamannya sebagai mantan Ketua MK yang melayani banyak sengketa pemilu dengan tergugat KPU sehari setelah pencoblosan.""Pasti akan banyak perkara di MK. Saya ingatkan kepada KPU hal pertama yang Anda hadapi sejak tanggal 18 [April] adalah isu kecurangan, isu kesalahan. KPU akan digugat ke MK sekurang-kurangnya oleh parpol, calon legislatif yang merasa dicurangi,"" kata Mahfud di Jakarta, Senin (15/4).  Mahfud menerangkan mulai dari sekarang KPU harus mempersiapkan dokumen dan berkas-berkas yang diperlukan dalam menyelesaikan sengketa. Dari kasus ini, lanjut Mahfud, bisa dinilai profesionalitas KPU.""KPU harus benar-benar profesional menjaga prosedur dan dokumen dari sekarang. Karena menang atau kalah Anda kan menentukan anda profesional atau tidak. Kalau Anda kalah berarti anda tidak profesional,"" tegas dia.Mahfud juga mengingatkan bahwa satu-satunya pihak yang bisa menjadi tergugat hanyalah KPU. Sementara paslon dan calon legislatif berperan untuk melapor.""Jika menang, persiapkan sebaik-baiknya nanti akan jadi tergugat di MK adalah KPU, bukanlah paslon. Paslon dan legislatif enggak bisa digugat,"" ungkap Mahfud.Dari hasil analisis, Mahfud menyebut potensi chaos atau kekacauan pascapilpres tergolong rendah. Kebiasaan selama ini adalah masyarakat akan cenderung tenang pascapencoblosan.Keadaan berbeda akan terjadi diÂ tingkat elite. Karena itu dalam hal ini Mahfud meminta semua pihak untuk menyerahkan kasus antar eliteÂ kepada institusi yang berwenang.""Begitu selesai pemungutan suara rakyat tenang yang ribut elitenya. Kalau sudah elite tinggal kita halau ke Mahkamah Konstitusi atau polisi. Kalau ada pelanggaran ya ke Bawaslu jika terjadi kesalahan administratif,"" tutup dia.",Positif
55,TKD Jokowi-Amin sebut hoaks pengaruhi pemilih Sulsel,"Makassar (ANTARA) - Ketua Tim Kampanye Daerah (TKD) Provinsi Sulawesi Selatan Pasangan Calon Presiden dan Wakil Presiden Joko Widodo-Ma'ruf Amin, (Jokowi-Amin),Â Syamsul Bachri menyatakan penyebaran hoaks atau infomasi bohong sangat memengaruhi pilihan pemilih di Sulsel pada Pilpres 17 April 2019.  ""Kami terima itu. Memang berat dari awal kami menyatakan bahwa musuh terberat kami adalah hoaks,"" katanya saat dikonfirmasi di Makassar, Rabu.  Hal ini berkaitan dengan hasil suara pasangan Jokowi-Amin di Sulsel yang tidak mendapat perolehan secara signifikan. Hasil survei hitung cepat masih mengunggulkan pasangan capres/cawapres Prabowo Subianto-Sandiaga Salahuddin Uno (Prabowo-Sandi) di Sulsel.  ""Prestasi-prestasi yang telah dicapai dan ditoreh oleh Jokowi danÂ  JK di Sulsel ternyata tidak berpengaruh apa-apa dibandingkan dengan serangan hoaks yang berkembang di masyarakat,""Â  katanya.  Kendati perolehan suara pasangan Jokowi-Amin di Sulsel tidak terlalu besar, namun pihaknya sudah berupaya semaksimal mungkin untuk mendongkrak suara masyarakat untuk memilihnya.  Meski demikian, upaya sudah dilakukan, tapi itulah hasil maksimal yang diperoleh tim kerja di Sulsel. Ia mengatakan sangat prihatin.  ""Kita tidak tahu apakah karena pergeseran. Hasil akhirnya dari KPU nanti. Saya kira, selaku ketua TKD bertanggung jawab bahwa itulah yang mampu kami lakukan dan tidak akan menumpahkan kesalahan itu kepada siapapun. Kami terima itu,"" ujarnya.  Mengenai hasil survei pilpres di Sulsel yang menyebutkan pasangan Prabowo-Sandi unggul, kata dia, pihaknya segera melakukan evaluasi Â untuk memberikanÂ  pendidikan politik yang sehat kepada masyarakat.  ""Dalam pengertian, untuk mengalahkan seseorang tidak perlu mengembangkan berita bohong, fitnah, dan lain sebagainya karena tidak ada manfaatnya. Boleh menang di sini, tapi secara nasional dia (Prabowo-Sandi) kalah,"" katanya.  Syamsul menyatakan menerima itu sebagai sebuah tanggung jawab. Dari awal ketika ditunjuk sudah terima risikonya, karena dari awal dia memperkirakan tantangan tersebut memang berat. Tetapi karena perintah partai diambil dengan segala konsekuensinya.  ""Semuanya sudah turun tangan, tapi hasilnya tetap seperti itu. Saya sebagai ketua TKD, sebagai panglima, kalau dikatakan tidak terlalu berhasil, saya terima itu,"" tuturnya.  Sementara, Ketua Badan Pemenangan Daerah (BPD) Sulsel Prabowo-Sandi, Idris Manggabarani, menyatakan menang telak di berbagai daerah di Sulsel.  ""Hasil perhitungan di sejumlah TPS di Sulsel, berdasarkan laporan saya diterima, menang, dan belum ada TPS dilaporkan hasilnyaÂ  kecil,"" katanya saat nonton bersamaÂ  'quick count' dan talk show Pemilu 2019 di Hotel Four Points by Sheraton.  Terkait hasil hitung cepat beberapa lembaga survei yang menyebut Jokowi-Amin unggul sementara secara nasional dibandingkan Prabowo-Sandi, ia meminta pendukung menunggu hasil resmi dari KPUÂ pusat.",Negatif
56,"Prabowo Subianto: Kita Bangun Industri Mobil, tapi Bukan Etok-Etok","Liputan6.com, Jakarta - Calon presiden Prabowo Subianto berkomitmen menjaga stabilitas harga karet dan kelapa sawit. Ia mengatakan ada beberapa langkah yang bisa ditempuh untuk menjaga harga keduanya, yaitu perkuat industri dalam negeri.Â  ""Harga karet akan kita amankan, kita akan bikin industri sendiri. Kalau negara lain tidak butuh karet kita, kita buat industri sendiri. Yang pasti rakyat harus tersenyum saat masa panen tiba,"" kata Prabowo saat menghadiri kampanye akbar di Lapangan Benteng Kuto Besak, Palembang, Sumatera Selatan, lewat siaran pers diterima, Jakarta, Rabu, (9/4/2019).Â  Salah satu industri yang akan dibangun Prabowo adalah mobil dalam negeri. Industri tersebut membutuhkan beberapa komoditas yang dihasilkan oleh petani-petani Indonesia. Misalnya karet untuk bahan baku ban. Kemudian kelapa sawit, untuk digunakan memenuhi kebutuhan bahan bakarnya. ""Kita akan bangun industri mobil dalam negeri, tapi bukan mobil etok-etok (pura-pura). Mobil butuh ban, jadi butuh karet. Sawit? Sawit apa lagi, kita akan buat bahan bakar mobil,"" kata Prabowo. Ketua Umum Partai Gerindra itu menegaskan, visi untuk membangun industri dalam negeri berpijak pada prinsip bahwa Indonesia harus mandiri dan berdiri di atas kaki sendiri atau berdikari. ""Kalau elite berjuang untuk rakyat, maka tidak akan kebingungan anjloknya harga. Prabowo-Sandi punya banyak rencana untuk sejahterakan rakyat. Kita percaya pada kemampuan diri sendiri,"" kata Prabowo .",Negatif
57,Sejumlah TPS di Mamuju berhitung sampai malam,"penghitungan ini akan dilanjutkan hingga malam hari, khususnya untuk DPRD Provinsi dan Kabupaten,								Mamuju (ANTARA) - Sejumlah tempat pemungutan suara (TPS) di Kota Mamuju Provinsi Sulawesi Barat melakukan penghitungan hasil pemilu 2019 sampai malam hari.  Pemantauan di Mamuju, Rabu malam, para petugas kelompok panitia pemungutan suara (KPPS) di sejumlah TPS di beberapa wilayah Mamuju masih sibuk melakukan penghitungan suara dan ada pula yang beristirahat sebelum melanjutkannyaÂ lagi.  â""Kami kelelahan dan beristirahat, sholat dan makan dulu dan penghitungan ini akan dilanjutkan hingga malam hari, khususnya untuk DPRD Provinsi dan Kabupaten,"" kata Rajab seorang petugas KPPSÂ di TPSÂ 36 Mamuju.  Sejumlah TPS tampak telah menyelesaikan penghitungan untuk pemilihan Presiden dan Wakil Presiden begitu juga dengan DPD RI maupun DPR RI.  Sementara untuk penghitungan hasil pemungutan suaraÂ DPRD Provinsi dan DPRD Kabupaten masih berlangsungÂ di banyakÂ TPS di Mamuju dan bahkan ada yang belum melakukan penghitungan.  Sementara itu penghitungan suara Pilpres di MamujuÂ ada yang dimenangkan pasangan Joko Widodo dan Ma'ruf Amin serta ada pulaÂ  yang didominasi pasangan Prabowo Subianto dan Sandiaga Uno di sejumlah TPS. âââââ Pasangan Joko widodo dan Ma'ruf Amin unggul di TPS 36 kelurahan Binanga Kecamatan Mamuju Kabupaten Mamuju dengan perolehan suara 124 sementara pasangan Prabowo SubiantoÂ danÂ Sandiaga Uno meraih 105 suara.  Berbeda dengan situasi di TPS 11 kelurahan Binanga Kecamatan Mamuju Kabupaten Mamuju, dimana pasangan Prabowo SubiantoÂ dan SandiagaÂ Uno unggul 96 suara sementara Joko Widodo dan Ma'ruf Amin memperoleh 87 suara.",Negatif
58,"Debat Kelima, TKN: Prabowo Tak Nyambung","TKN Jokowi-Ma'ruf mengkritik capres 02 Prabowo Subianto usai debat kelima Pilpres 2019. Prabowo disebut sering tidak nyambung dalam menjawab pertanyaan paslon 01.""Prabowo tidak memiliki konsistensi berpikir, tidak kuasai masalah ekonomi negara , sering tidak nyambung antara pertanyaan dan jawaban serta terlihat tidak ada pemahaman yang sama dengan Cawapres Sandi,"" kata Tim Penugasan Khusus TKN, Nusyirwan Soejono, kepada wartawan, Sabtu (23/4/2019).Bagi Nusyirwan, ketidaknyambungan Prabowo terjadi di semua sesi debat. Salah satunya adalah saat Prabowo menyinggung Presiden sebelumnya.   ""Tidak konsisten terlihat pada saat mengatakan Pak Jokowi selama 4,5 tahun tidak berbuat apa-apa, tetapi setelah dijelaskan, Prabowo berubah mengatakan yang salah semua Pemerintahan sebelumnya,"" ujarnya. Prabowo, dia melanjutkan, terlihat tidak menguasai masalah dan tidak dapat membedakan masalah ekonomi makro negara yang harus diatasi secara terintegrasi. ""Semakin jelas dengan debat terakhir ini, rakyat semakin mantap untuk Pak Jokowi dipilih kembali menjadi Presiden periode 2019-2024,"" pungkasnya.",Negatif
